time,continent,country,population,day,new_cases,active_cases,critical_cases,recovered_cases,1M_pop_cases,total_cases,new_deaths,1M_pop_deaths,total_deaths,1M_pop_tests,total_tests,date_column,year,month,date,monthly
2023-11-02 03:00:04+00:00,North-America,USA,334805269,2023-11-02,0,906433,1385,107093367,326103,109180951,0,3528,1181151,3543468,1186371670,2023-11-02,2023,11,2023-11-02,11
2023-11-02 01:30:04+00:00,North-America,USA,334805269,2023-11-02,4711,886743,1379,107093367,326044,109161261,20,3528,1181151,3543468,1186371670,2023-11-02,2023,11,2023-11-02,11
2023-11-02 01:00:05+00:00,North-America,USA,334805269,2023-11-02,3407,884794,1380,107089555,326027,109155458,17,3528,1181109,3543468,1186371670,2023-11-02,2023,11,2023-11-02,11
2023-11-02 00:45:04+00:00,North-America,USA,334805269,2023-11-02,3407,872199,1380,107087240,325981,109140217,17,3527,1180778,3543468,1186371670,2023-11-02,2023,11,2023-11-02,11
2023-11-02 00:30:05+00:00,North-America,USA,334805269,2023-11-02,3407,867893,1380,107082038,325953,109130664,17,3527,1180733,3543468,1186371670,2023-11-02,2023,11,2023-11-02,11
2023-11-02 00:15:05+00:00,North-America,USA,334805269,2023-11-02,3312,867630,1382,107081233,325949,109129590,17,3527,1180727,3543468,1186371670,2023-11-02,2023,11,2023-11-02,11
2023-11-02 00:00:06+00:00,North-America,USA,334805269,2023-11-02,2824,867749,1373,107078212,325941,109126684,13,3527,1180723,3543468,1186371670,2023-11-02,2023,11,2023-11-02,11
2023-11-01 23:45:05+00:00,North-America,USA,334805269,2023-11-01,2180,866792,1379,107074671,325927,109122169,13,3527,1180706,3543468,1186371670,2023-11-01,2023,11,2023-11-01,11
2023-11-01 23:30:08+00:00,North-America,USA,334805269,2023-11-01,2180,867284,1384,107072757,325923,109120723,13,3526,1180682,3543468,1186371670,2023-11-01,2023,11,2023-11-01,11
2023-11-01 23:00:05+00:00,North-America,USA,334805269,2023-11-01,1933,867371,1384,107072429,325922,109120476,7,3526,1180676,3543468,1186371670,2023-11-01,2023,11,2023-11-01,11
2023-11-01 22:45:06+00:00,North-America,USA,334805269,2023-11-01,1325,866758,1385,107068782,325909,109116216,7,3526,1180676,3543468,1186371670,2023-11-01,2023,11,2023-11-01,11
2023-11-01 22:15:05+00:00,North-America,USA,334805269,2023-11-01,854,867410,1385,107067666,325908,109115745,0,3526,1180669,3543468,1186371670,2023-11-01,2023,11,2023-11-01,11
2023-11-01 22:00:05+00:00,North-America,USA,334805269,2023-11-01,3400,868279,1385,107065943,325906,109114891,16,3526,1180669,3543468,1186371670,2023-11-01,2023,11,2023-11-01,11
2023-11-01 00:30:04+00:00,North-America,USA,334805269,2023-11-01,2850,866587,1385,107063790,325894,109111035,15,3526,1180658,3543468,1186371670,2023-11-01,2023,11,2023-11-01,11
2023-11-01 00:15:04+00:00,North-America,USA,334805269,2023-11-01,2850,875626,1385,107015718,325777,109071764,15,3526,1180420,3543468,1186371670,2023-11-01,2023,11,2023-11-01,11
2023-10-31 22:15:08+00:00,North-America,USA,334805269,2023-10-31,1881,876642,1390,107011867,325768,109068914,2,3526,1180405,3543468,1186371670,2023-10-31,2023,10,2023-10-31,10
2023-10-30 22:45:06+00:00,North-America,USA,334805269,2023-10-30,1492,878200,1390,107009143,325765,109067747,1,3526,1180404,3543468,1186371670,2023-10-30,2023,10,2023-10-30,10
2023-10-30 22:15:09+00:00,North-America,USA,334805269,2023-10-30,199,878787,1390,107007263,325761,109066454,1,3526,1180404,3543468,1186371670,2023-10-30,2023,10,2023-10-30,10
2023-10-30 22:00:09+00:00,North-America,USA,334805269,2023-10-30,86,879032,1390,107006905,325761,109066341,1,3526,1180404,3543467,1186371514,2023-10-30,2023,10,2023-10-30,10
2023-10-30 21:45:18+00:00,North-America,USA,334805269,2023-10-30,1764,879047,1390,107006805,325760,109066255,3,3526,1180403,3543467,1186371514,2023-10-30,2023,10,2023-10-30,10
2023-10-30 01:00:05+00:00,North-America,USA,334805269,2023-10-30,1764,881846,1390,107004006,325760,109066255,3,3526,1180403,3543467,1186371514,2023-10-30,2023,10,2023-10-30,10
2023-10-30 00:00:05+00:00,North-America,USA,334805269,2023-10-30,1566,884118,1390,107001539,325760,109066057,0,3526,1180400,3543467,1186371514,2023-10-30,2023,10,2023-10-30,10
2023-10-29 23:15:05+00:00,North-America,USA,334805269,2023-10-29,41,883656,1390,107000476,325755,109064532,0,3526,1180400,3543467,1186371514,2023-10-29,2023,10,2023-10-29,10
2023-10-29 22:15:07+00:00,North-America,USA,334805269,2023-10-29,41,884150,1390,106999982,325755,109064532,0,3526,1180400,3543467,1186371514,2023-10-29,2023,10,2023-10-29,10
2023-10-29 22:00:10+00:00,North-America,USA,334805269,2023-10-29,2254,884109,1390,106999982,325755,109064491,5,3526,1180400,3543467,1186371514,2023-10-29,2023,10,2023-10-29,10
2023-10-29 00:30:05+00:00,North-America,USA,334805269,2023-10-29,2254,887228,1375,106996863,325755,109064491,5,3526,1180400,3543467,1186371514,2023-10-29,2023,10,2023-10-29,10
2023-10-29 00:15:06+00:00,North-America,USA,334805269,2023-10-29,2254,892834,1375,106991257,325755,109064491,5,3526,1180400,3543467,1186371514,2023-10-29,2023,10,2023-10-29,10
2023-10-28 23:00:07+00:00,North-America,USA,334805269,2023-10-28,2033,893146,1375,106990725,325754,109064270,4,3526,1180399,3543467,1186371514,2023-10-28,2023,10,2023-10-28,10
2023-10-28 22:30:04+00:00,North-America,USA,334805269,2023-10-28,3326,892247,1375,106989351,325748,109061990,2,3526,1180392,3543467,1186371514,2023-10-28,2023,10,2023-10-28,10
2023-10-28 00:45:07+00:00,North-America,USA,334805269,2023-10-28,3326,903047,1383,106976032,325740,109059457,2,3526,1180378,3543467,1186371514,2023-10-28,2023,10,2023-10-28,10
2023-10-28 00:30:05+00:00,North-America,USA,334805269,2023-10-28,3326,903047,1378,106976032,325740,109059457,2,3526,1180378,3543467,1186371514,2023-10-28,2023,10,2023-10-28,10
2023-10-28 00:00:05+00:00,North-America,USA,334805269,2023-10-28,3326,909067,1391,106970012,325740,109059457,2,3526,1180378,3543467,1186371514,2023-10-28,2023,10,2023-10-28,10
2023-10-27 23:30:05+00:00,North-America,USA,334805269,2023-10-27,2851,908925,1391,106969679,325739,109058982,2,3526,1180378,3543467,1186371514,2023-10-27,2023,10,2023-10-27,10
2023-10-27 23:00:05+00:00,North-America,USA,334805269,2023-10-27,2302,908957,1391,106969098,325737,109058433,2,3526,1180378,3543467,1186371514,2023-10-27,2023,10,2023-10-27,10
2023-10-27 22:00:05+00:00,North-America,USA,334805269,2023-10-27,3704,908979,1391,106966776,325730,109056131,19,3526,1180376,3543467,1186371514,2023-10-27,2023,10,2023-10-27,10
2023-10-27 00:00:05+00:00,North-America,USA,334805269,2023-10-27,3697,919094,1391,106956654,325730,109056124,19,3526,1180376,3543467,1186371514,2023-10-27,2023,10,2023-10-27,10
2023-10-26 23:45:04+00:00,North-America,USA,334805269,2023-10-26,2855,919003,1390,106953763,325721,109053097,13,3525,1180331,3543467,1186371514,2023-10-26,2023,10,2023-10-26,10
2023-10-26 23:15:04+00:00,North-America,USA,334805269,2023-10-26,2855,922220,1390,106950546,325721,109053097,13,3525,1180331,3543467,1186371514,2023-10-26,2023,10,2023-10-26,10
2023-10-26 23:00:05+00:00,North-America,USA,334805269,2023-10-26,2482,919636,1390,106950546,325713,109050483,9,3525,1180301,3543467,1186371514,2023-10-26,2023,10,2023-10-26,10
2023-10-26 22:30:06+00:00,North-America,USA,334805269,2023-10-26,2210,919779,1390,106949868,325712,109049939,4,3525,1180292,3543467,1186371514,2023-10-26,2023,10,2023-10-26,10
2023-10-26 22:15:07+00:00,North-America,USA,334805269,2023-10-26,4413,920304,1390,106947137,325705,109047729,13,3525,1180288,3543467,1186371514,2023-10-26,2023,10,2023-10-26,10
2023-10-26 01:00:07+00:00,North-America,USA,334805269,2023-10-26,4413,913078,1390,106945271,325678,109038585,13,3525,1180236,3543467,1186371514,2023-10-26,2023,10,2023-10-26,10
2023-10-26 00:15:04+00:00,North-America,USA,334805269,2023-10-26,4391,913066,1390,106945261,325678,109038563,13,3525,1180236,3543467,1186371298,2023-10-26,2023,10,2023-10-26,10
2023-10-26 00:00:05+00:00,North-America,USA,334805269,2023-10-26,2969,913266,1390,106943173,325672,109036661,5,3525,1180222,3543467,1186371298,2023-10-26,2023,10,2023-10-26,10
2023-10-25 23:45:07+00:00,North-America,USA,334805269,2023-10-25,2370,912475,1374,106939765,325659,109032462,5,3525,1180222,3543467,1186371298,2023-10-25,2023,10,2023-10-25,10
2023-10-25 23:15:06+00:00,North-America,USA,334805269,2023-10-25,2370,913327,1368,106937546,325655,109031075,5,3525,1180202,3543467,1186371298,2023-10-25,2023,10,2023-10-25,10
2023-10-25 22:45:13+00:00,North-America,USA,334805269,2023-10-25,2096,915132,1368,106933834,325649,109029152,3,3525,1180186,3543467,1186371298,2023-10-25,2023,10,2023-10-25,10
2023-10-25 22:30:06+00:00,North-America,USA,334805269,2023-10-25,2096,918518,1353,106930448,325649,109029152,3,3525,1180186,3543467,1186371298,2023-10-25,2023,10,2023-10-25,10
2023-10-25 22:15:08+00:00,North-America,USA,334805269,2023-10-25,1492,914286,1353,106930448,325637,109024920,3,3525,1180186,3543467,1186371298,2023-10-25,2023,10,2023-10-25,10
2023-10-25 21:45:21+00:00,North-America,USA,334805269,2023-10-25,0,915368,1353,106927877,325632,109023428,0,3525,1180183,3543467,1186371298,2023-10-25,2023,10,2023-10-25,10
2023-10-25 01:30:04+00:00,North-America,USA,334805269,2023-10-25,3374,921448,1353,106921797,325632,109023428,22,3525,1180183,3543467,1186371298,2023-10-25,2023,10,2023-10-25,10
2023-10-24 23:45:05+00:00,North-America,USA,334805269,2023-10-24,2820,919300,1353,106920113,325621,109019547,15,3525,1180134,3543467,1186371298,2023-10-24,2023,10,2023-10-24,10
2023-10-24 22:15:05+00:00,North-America,USA,334805269,2023-10-24,1849,920481,1377,106917961,325618,109018576,15,3525,1180134,3543467,1186371298,2023-10-24,2023,10,2023-10-24,10
2023-10-24 22:00:05+00:00,North-America,USA,334805269,2023-10-24,2341,919564,1379,106917000,325612,109016683,1,3525,1180119,3543467,1186371298,2023-10-24,2023,10,2023-10-24,10
2023-10-24 01:00:05+00:00,North-America,USA,334805269,2023-10-24,2341,924310,1379,106912254,325612,109016683,1,3525,1180119,3543467,1186371298,2023-10-24,2023,10,2023-10-24,10
2023-10-23 23:45:04+00:00,North-America,USA,334805269,2023-10-23,1012,924769,1379,106910466,325608,109015354,1,3525,1180119,3543467,1186371298,2023-10-23,2023,10,2023-10-23,10
2023-10-23 23:30:05+00:00,North-America,USA,334805269,2023-10-23,1012,927508,1379,106907727,325608,109015354,1,3525,1180119,3543467,1186371298,2023-10-23,2023,10,2023-10-23,10
2023-10-23 22:30:05+00:00,North-America,USA,334805269,2023-10-23,656,927701,1379,106906470,325605,109014286,0,3525,1180115,3543467,1186371298,2023-10-23,2023,10,2023-10-23,10
2023-10-23 22:15:04+00:00,North-America,USA,334805269,2023-10-23,1923,927320,1379,106906195,325603,109013630,5,3525,1180115,3543467,1186371298,2023-10-23,2023,10,2023-10-23,10
2023-10-23 01:15:04+00:00,North-America,USA,334805269,2023-10-23,1923,929363,1379,106904466,325603,109013630,5,3524,1179801,3543467,1186371298,2023-10-23,2023,10,2023-10-23,10
2023-10-23 00:00:04+00:00,North-America,USA,334805269,2023-10-23,1923,921174,1379,106904572,325579,109005441,5,3524,1179695,3543467,1186371298,2023-10-23,2023,10,2023-10-23,10
2023-10-22 23:15:04+00:00,North-America,USA,334805269,2023-10-22,1923,925934,1379,106899812,325579,109005441,5,3524,1179695,3543467,1186371298,2023-10-22,2023,10,2023-10-22,10
2023-10-22 22:00:05+00:00,North-America,USA,334805269,2023-10-22,2245,925907,1379,106897921,325573,109003518,5,3524,1179690,3543467,1186371298,2023-10-22,2023,10,2023-10-22,10
2023-10-21 23:15:05+00:00,North-America,USA,334805269,2023-10-21,2245,937125,1393,106886703,325573,109003518,5,3524,1179690,3543467,1186371298,2023-10-21,2023,10,2023-10-21,10
2023-10-21 22:30:08+00:00,North-America,USA,334805269,2023-10-21,2010,938182,1393,106885413,325572,109003283,3,3524,1179688,3543467,1186371298,2023-10-21,2023,10,2023-10-21,10
2023-10-21 22:00:04+00:00,North-America,USA,334805269,2023-10-21,3373,938353,1393,106883235,325566,109001273,14,3523,1179685,3543467,1186371298,2023-10-21,2023,10,2023-10-21,10
2023-10-21 01:00:05+00:00,North-America,USA,334805269,2023-10-21,2998,943038,1422,106878175,325565,109000898,14,3523,1179685,3543467,1186371298,2023-10-21,2023,10,2023-10-21,10
2023-10-21 00:30:05+00:00,North-America,USA,334805269,2023-10-21,2998,955298,1442,106865915,325565,109000898,14,3523,1179685,3543467,1186371298,2023-10-21,2023,10,2023-10-21,10
2023-10-20 22:45:06+00:00,North-America,USA,334805269,2023-10-20,2686,955405,1443,106865503,325564,109000586,7,3523,1179678,3543467,1186371298,2023-10-20,2023,10,2023-10-20,10
2023-10-20 22:00:04+00:00,North-America,USA,334805269,2023-10-20,3584,955610,1446,106862619,325556,108997900,12,3523,1179671,3543467,1186371298,2023-10-20,2023,10,2023-10-20,10
2023-10-19 23:30:05+00:00,North-America,USA,334805269,2023-10-19,3420,955920,1446,106860323,325550,108995907,12,3523,1179664,3543467,1186371298,2023-10-19,2023,10,2023-10-19,10
2023-10-19 23:15:04+00:00,North-America,USA,334805269,2023-10-19,3103,955966,1448,106858078,325544,108993686,9,3523,1179642,3543467,1186371298,2023-10-19,2023,10,2023-10-19,10
2023-10-19 22:45:05+00:00,North-America,USA,334805269,2023-10-19,2740,960775,1448,106850746,325536,108991142,6,3523,1179621,3543467,1186371298,2023-10-19,2023,10,2023-10-19,10
2023-10-19 22:30:05+00:00,North-America,USA,334805269,2023-10-19,2740,958292,1448,106850746,325528,108988631,6,3523,1179593,3543467,1186371298,2023-10-19,2023,10,2023-10-19,10
2023-10-19 22:15:05+00:00,North-America,USA,334805269,2023-10-19,1880,960100,1448,106848084,325526,108987771,0,3523,1179587,3543467,1186371298,2023-10-19,2023,10,2023-10-19,10
2023-10-19 22:00:05+00:00,North-America,USA,334805269,2023-10-19,0,960450,1448,106845854,325520,108985891,0,3523,1179587,3543467,1186371298,2023-10-19,2023,10,2023-10-19,10
2023-10-19 01:30:05+00:00,North-America,USA,334805269,2023-10-19,4963,960881,1448,106844759,325518,108985221,15,3523,1179581,3543467,1186371298,2023-10-19,2023,10,2023-10-19,10
2023-10-19 01:15:06+00:00,North-America,USA,334805269,2023-10-19,4819,961098,1448,106843533,325515,108984212,15,3523,1179581,3543467,1186371298,2023-10-19,2023,10,2023-10-19,10
2023-10-19 01:00:05+00:00,North-America,USA,334805269,2023-10-19,4092,963805,1448,106835746,325500,108979114,13,3523,1179563,3543467,1186371298,2023-10-19,2023,10,2023-10-19,10
2023-10-19 00:45:04+00:00,North-America,USA,334805269,2023-10-19,3758,956833,1448,106835746,325479,108972045,9,3523,1179466,3543467,1186371298,2023-10-19,2023,10,2023-10-19,10
2023-10-19 00:00:04+00:00,North-America,USA,334805269,2023-10-19,3046,954988,1448,106832606,325464,108967060,9,3523,1179466,3543467,1186371298,2023-10-19,2023,10,2023-10-19,10
2023-10-18 23:45:04+00:00,North-America,USA,334805269,2023-10-18,2083,955187,1448,106831445,325461,108966097,8,3523,1179465,3543467,1186371298,2023-10-18,2023,10,2023-10-18,10
2023-10-18 23:30:04+00:00,North-America,USA,334805269,2023-10-18,2083,957842,1448,106828790,325461,108966097,8,3523,1179465,3543467,1186371298,2023-10-18,2023,10,2023-10-18,10
2023-10-18 23:15:04+00:00,North-America,USA,334805269,2023-10-18,1020,956779,1448,106828790,325458,108965034,8,3523,1179465,3543467,1186371298,2023-10-18,2023,10,2023-10-18,10
2023-10-18 22:45:05+00:00,North-America,USA,334805269,2023-10-18,1020,958728,1448,106826841,325458,108965034,8,3523,1179465,3543467,1186371298,2023-10-18,2023,10,2023-10-18,10
2023-10-18 22:30:08+00:00,North-America,USA,334805269,2023-10-18,1020,949269,1448,106826841,325429,108955503,8,3523,1179393,3543467,1186371298,2023-10-18,2023,10,2023-10-18,10
2023-10-18 22:00:05+00:00,North-America,USA,334805269,2023-10-18,4273,949215,1448,106825883,325426,108954483,39,3523,1179385,3543467,1186371298,2023-10-18,2023,10,2023-10-18,10
2023-10-18 01:00:05+00:00,North-America,USA,334805269,2023-10-18,3940,949255,1448,106825520,325425,108954150,29,3523,1179375,3543467,1186371298,2023-10-18,2023,10,2023-10-18,10
2023-10-18 00:15:04+00:00,North-America,USA,334805269,2023-10-18,3940,956671,1448,106818104,325425,108954150,29,3523,1179375,3543467,1186371298,2023-10-18,2023,10,2023-10-18,10
2023-10-18 00:00:04+00:00,North-America,USA,334805269,2023-10-18,3895,956662,1448,106817864,325425,108953897,29,3523,1179371,3543467,1186371266,2023-10-18,2023,10,2023-10-18,10
2023-10-17 23:45:04+00:00,North-America,USA,334805269,2023-10-17,3663,958912,1459,106813007,325417,108951236,26,3522,1179317,3543467,1186371266,2023-10-17,2023,10,2023-10-17,10
2023-10-17 22:45:05+00:00,North-America,USA,334805269,2023-10-17,3134,956935,1459,106811303,325406,108947532,23,3522,1179294,3543467,1186371266,2023-10-17,2023,10,2023-10-17,10
2023-10-17 22:30:05+00:00,North-America,USA,334805269,2023-10-17,2013,956738,1457,106810397,325402,108946411,5,3522,1179276,3543467,1186371266,2023-10-17,2023,10,2023-10-17,10
2023-10-17 22:15:06+00:00,North-America,USA,334805269,2023-10-17,2291,958402,1457,106806725,325396,108944398,4,3522,1179271,3543467,1186371266,2023-10-17,2023,10,2023-10-17,10
2023-10-17 00:30:04+00:00,North-America,USA,334805269,2023-10-17,2291,964253,1457,106800874,325396,108944398,4,3522,1179271,3543467,1186371266,2023-10-17,2023,10,2023-10-17,10
2023-10-16 23:00:05+00:00,North-America,USA,334805269,2023-10-16,2291,953268,1457,106799720,325359,108931847,4,3521,1178859,3543467,1186371266,2023-10-16,2023,10,2023-10-16,10
2023-10-16 22:30:06+00:00,North-America,USA,334805269,2023-10-16,2291,954868,1466,106798120,325359,108931847,4,3521,1178859,3543467,1186371266,2023-10-16,2023,10,2023-10-16,10
2023-10-16 22:15:05+00:00,North-America,USA,334805269,2023-10-16,1840,953519,1466,106798120,325355,108930493,3,3521,1178854,3543467,1186371266,2023-10-16,2023,10,2023-10-16,10
2023-10-16 22:00:05+00:00,North-America,USA,334805269,2023-10-16,317,953706,1465,106794305,325344,108926862,0,3521,1178851,3543467,1186371266,2023-10-16,2023,10,2023-10-16,10
2023-10-16 01:00:04+00:00,North-America,USA,334805269,2023-10-16,317,961935,1465,106786076,325344,108926862,0,3521,1178851,3543467,1186371266,2023-10-16,2023,10,2023-10-16,10
2023-10-16 00:00:06+00:00,North-America,USA,334805269,2023-10-16,91,964516,1465,106783269,325343,108926636,0,3521,1178851,3543467,1186371266,2023-10-16,2023,10,2023-10-16,10
2023-10-15 23:45:04+00:00,North-America,USA,334805269,2023-10-15,91,955713,1465,106783269,325317,108917719,0,3521,1178737,3543467,1186371266,2023-10-15,2023,10,2023-10-15,10
2023-10-15 22:15:05+00:00,North-America,USA,334805269,2023-10-15,2773,956378,1465,106782513,325316,108917628,3,3521,1178737,3543467,1186371266,2023-10-15,2023,10,2023-10-15,10
2023-10-15 01:00:06+00:00,North-America,USA,334805269,2023-10-15,2773,961730,1465,106777161,325316,108917628,3,3521,1178737,3543467,1186371266,2023-10-15,2023,10,2023-10-15,10
2023-10-14 23:45:05+00:00,North-America,USA,334805269,2023-10-14,2773,964470,1473,106774421,325316,108917628,3,3521,1178737,3543467,1186371266,2023-10-14,2023,10,2023-10-14,10
2023-10-14 22:30:07+00:00,North-America,USA,334805269,2023-10-14,621,963858,1483,106772881,325310,108915476,3,3521,1178737,3543467,1186371266,2023-10-14,2023,10,2023-10-14,10
2023-10-14 22:15:05+00:00,North-America,USA,334805269,2023-10-14,297,964373,1483,106772042,325309,108915152,3,3521,1178737,3543467,1186371266,2023-10-14,2023,10,2023-10-14,10
2023-10-14 22:00:06+00:00,North-America,USA,334805269,2023-10-14,3909,964348,1483,106771773,325308,108914855,14,3521,1178734,3543467,1186371266,2023-10-14,2023,10,2023-10-14,10
2023-10-14 00:45:04+00:00,North-America,USA,334805269,2023-10-14,3576,964384,1486,106771404,325307,108914522,14,3521,1178734,3543467,1186371266,2023-10-14,2023,10,2023-10-14,10
2023-10-14 00:30:04+00:00,North-America,USA,334805269,2023-10-14,3576,976894,1573,106758894,325307,108914522,14,3521,1178734,3543467,1186371266,2023-10-14,2023,10,2023-10-14,10
2023-10-13 23:15:03+00:00,North-America,USA,334805269,2023-10-13,6017,977136,1573,106757382,325303,108913231,9,3521,1178713,3543467,1186371266,2023-10-13,2023,10,2023-10-13,10
2023-10-13 22:45:04+00:00,North-America,USA,334805269,2023-10-13,3865,976925,1573,106755441,325297,108911079,9,3521,1178713,3543467,1186371266,2023-10-13,2023,10,2023-10-13,10
2023-10-13 22:00:03+00:00,North-America,USA,334805269,2023-10-13,4953,974320,1573,106754190,325285,108907214,26,3521,1178704,3543467,1186371266,2023-10-13,2023,10,2023-10-13,10
2023-10-12 23:45:03+00:00,North-America,USA,334805269,2023-10-12,4302,980520,1566,106745529,325278,108904716,11,3520,1178667,3543467,1186371266,2023-10-12,2023,10,2023-10-12,10
2023-10-12 23:30:03+00:00,North-America,USA,334805269,2023-10-12,4302,989023,1566,106737026,325278,108904716,11,3520,1178667,3543467,1186371266,2023-10-12,2023,10,2023-10-12,10
2023-10-12 23:00:04+00:00,North-America,USA,334805269,2023-10-12,3822,989381,1566,106733325,325268,108901353,9,3520,1178647,3543467,1186371266,2023-10-12,2023,10,2023-10-12,10
2023-10-12 22:15:03+00:00,North-America,USA,334805269,2023-10-12,2102,988360,1566,106732635,325263,108899633,0,3520,1178638,3543467,1186371266,2023-10-12,2023,10,2023-10-12,10
2023-10-12 22:00:04+00:00,North-America,USA,334805269,2023-10-12,4966,988952,1566,106729624,325255,108897214,16,3520,1178638,3543467,1186371266,2023-10-12,2023,10,2023-10-12,10
2023-10-12 01:15:05+00:00,North-America,USA,334805269,2023-10-12,3543,986330,1566,106729239,325246,108894178,12,3520,1178609,3543467,1186371266,2023-10-12,2023,10,2023-10-12,10
2023-10-12 00:45:06+00:00,North-America,USA,334805269,2023-10-12,3428,986747,1566,106728130,325244,108893477,10,3520,1178600,3543467,1186371266,2023-10-12,2023,10,2023-10-12,10
2023-10-12 00:30:04+00:00,North-America,USA,334805269,2023-10-12,2459,986312,1568,106726896,325239,108891789,2,3520,1178581,3543467,1186371266,2023-10-12,2023,10,2023-10-12,10
2023-10-12 00:15:04+00:00,North-America,USA,334805269,2023-10-12,2327,986310,1568,106725982,325236,108890859,2,3520,1178567,3543467,1186371266,2023-10-12,2023,10,2023-10-12,10
2023-10-12 00:00:04+00:00,North-America,USA,334805269,2023-10-12,2000,985923,1567,106724076,325230,108888566,2,3520,1178567,3543467,1186371266,2023-10-12,2023,10,2023-10-12,10
2023-10-11 23:15:03+00:00,North-America,USA,334805269,2023-10-11,1557,988944,1578,106717964,325220,108885460,0,3520,1178552,3543393,1186346810,2023-10-11,2023,10,2023-10-11,10
2023-10-11 22:30:04+00:00,North-America,USA,334805269,2023-10-11,1197,983709,1578,106710847,325183,108873046,0,3520,1178490,3543393,1186346810,2023-10-11,2023,10,2023-10-11,10
2023-10-11 22:15:04+00:00,North-America,USA,334805269,2023-10-11,3717,986566,1578,106706793,325180,108871849,14,3520,1178490,3543393,1186346810,2023-10-11,2023,10,2023-10-11,10
2023-10-11 00:15:03+00:00,North-America,USA,334805269,2023-10-11,3684,998116,1604,106694779,325178,108871385,14,3520,1178490,3543393,1186346810,2023-10-11,2023,10,2023-10-11,10
2023-10-11 00:00:03+00:00,North-America,USA,334805269,2023-10-11,3159,997045,1604,106692217,325167,108867707,8,3520,1178445,3543393,1186346810,2023-10-11,2023,10,2023-10-11,10
2023-10-10 22:30:03+00:00,North-America,USA,334805269,2023-10-10,2434,997006,1605,106691538,325165,108866982,1,3520,1178438,3543393,1186346810,2023-10-10,2023,10,2023-10-10,10
2023-10-10 22:15:04+00:00,North-America,USA,334805269,2023-10-10,1917,996642,1605,106689835,325159,108864913,0,3520,1178436,3543393,1186346810,2023-10-10,2023,10,2023-10-10,10
2023-10-10 22:00:03+00:00,North-America,USA,334805269,2023-10-10,2165,998451,1605,106686109,325153,108862996,7,3520,1178436,3543393,1186346810,2023-10-10,2023,10,2023-10-10,10
2023-10-09 23:30:04+00:00,North-America,USA,334805269,2023-10-09,2165,1007031,1605,106677529,325153,108862996,7,3520,1178436,3543393,1186346810,2023-10-09,2023,10,2023-10-09,10
2023-10-09 23:00:04+00:00,North-America,USA,334805269,2023-10-09,2165,1005218,1582,106674174,325138,108857803,7,3520,1178411,3543393,1186346810,2023-10-09,2023,10,2023-10-09,10
2023-10-09 22:15:04+00:00,North-America,USA,334805269,2023-10-09,2621,1007759,1548,106669475,325131,108855638,3,3520,1178404,3543393,1186346810,2023-10-09,2023,10,2023-10-09,10
2023-10-09 00:45:03+00:00,North-America,USA,334805269,2023-10-09,2621,1013643,1548,106663591,325131,108855638,3,3520,1178404,3543393,1186346810,2023-10-09,2023,10,2023-10-09,10
2023-10-08 23:30:04+00:00,North-America,USA,334805269,2023-10-08,2621,992944,1548,106661128,325061,108832243,3,3519,1178171,3543393,1186346810,2023-10-08,2023,10,2023-10-08,10
2023-10-08 22:00:04+00:00,North-America,USA,334805269,2023-10-08,3292,995045,1548,106656409,325053,108829622,8,3519,1178168,3543393,1186346810,2023-10-08,2023,10,2023-10-08,10
2023-10-08 00:15:03+00:00,North-America,USA,334805269,2023-10-08,3292,997182,1548,106654272,325053,108829622,8,3519,1178168,3543393,1186346810,2023-10-08,2023,10,2023-10-08,10
2023-10-08 00:00:03+00:00,North-America,USA,334805269,2023-10-08,3292,999998,1548,106651456,325053,108829622,8,3519,1178168,3543393,1186346810,2023-10-08,2023,10,2023-10-08,10
2023-10-07 23:30:04+00:00,North-America,USA,334805269,2023-10-07,3292,1002717,1571,106648737,325053,108829622,8,3519,1178168,3543393,1186346810,2023-10-07,2023,10,2023-10-07,10
2023-10-07 23:15:03+00:00,North-America,USA,334805269,2023-10-07,3292,1009055,1548,106642399,325053,108829622,8,3519,1178168,3543393,1186346810,2023-10-07,2023,10,2023-10-07,10
2023-10-07 22:15:04+00:00,North-America,USA,334805269,2023-10-07,637,1008258,1548,106640541,325046,108826967,8,3519,1178168,3543393,1186346810,2023-10-07,2023,10,2023-10-07,10
2023-10-07 22:00:04+00:00,North-America,USA,334805269,2023-10-07,4066,1011682,1548,106636148,325043,108825982,2,3519,1178152,3543393,1186346810,2023-10-07,2023,10,2023-10-07,10
2023-10-07 00:00:06+00:00,North-America,USA,334805269,2023-10-07,4066,1030724,1548,106617106,325043,108825982,2,3519,1178152,3543393,1186346810,2023-10-07,2023,10,2023-10-07,10
2023-10-06 22:45:04+00:00,North-America,USA,334805269,2023-10-06,3303,1031725,1544,106615344,325040,108825219,0,3519,1178150,3543393,1186346810,2023-10-06,2023,10,2023-10-06,10
2023-10-06 22:30:03+00:00,North-America,USA,334805269,2023-10-06,0,1031512,1535,106612254,325030,108821916,0,3519,1178150,3543393,1186346810,2023-10-06,2023,10,2023-10-06,10
2023-10-06 01:30:05+00:00,North-America,USA,334805269,2023-10-06,5875,1031727,1535,106608455,325020,108818308,23,3519,1178126,3543393,1186346810,2023-10-06,2023,10,2023-10-06,10
